--- scanner 0 ---
-315,-842,-551
59,86,80
769,657,-623
4,-36,-73
-772,553,-441
659,520,768
-674,682,-429
-398,-624,772
474,-428,-461
816,610,-713
-605,896,379
-455,885,340
596,-444,-529
-461,908,406
517,461,861
-798,709,-538
588,-531,395
913,635,-563

--- scanner 24 ---
35,11,22
-868,-383,683
540,278,-744
-421,672,-425
472,-532,-461
342,-509,504
-651,-423,658
352,-450,699
424,277,-794
-698,730,328
-99,-77,-106
644,789,553
671,246,-803
718,804,661
617,762,777
321,-606,655
-475,699,-370
-400,-427,-859
-487,-564,-842
-316,692,-496
540,-462,-458
-702,-446,677
-490,-519,-768
-801,784,422
-715,657,431
522,-564,-513

--- scanner 25 ---
665,323,-848
-587,-871,816
746,-566,407
642,363,-882
-822,617,-344
591,338,-851
-574,-855,781
-440,-766,-582
-665,311,328
-620,386,352
855,-762,-582
128,-71,3
-265,-765,-538
-665,-788,744
-306,-785,-488
0,27,-92
-645,613,-349
942,-606,469
744,-642,-622
489,307,447
826,-709,473
-743,684,-392
740,-642,-575
564,322,382
478,318,508
-743,411,330

--- scanner 26 ---
524,319,504
838,-873,581
-762,604,-472
795,-893,-477
699,-816,579
670,450,-788
-236,-801,-650
719,449,-635
163,-156,146
-341,230,543
759,543,-730
829,-899,-322
-310,-468,766
-278,-917,-549
553,403,561
85,-21,52
-251,-693,-576
798,-808,-442
-368,285,489
767,-890,573
-256,-562,869
608,347,421
-348,356,384
-763,654,-356
-794,663,-603
-383,-571,783

--- scanner 27 ---
-457,-871,628
-349,772,655
885,795,-607
352,545,680
-608,-850,725
81,-64,52
-680,-407,-910
-748,-464,-768
584,-697,548
395,474,778
-5,35,-107
670,-692,-538
347,541,857
695,-751,636
-325,847,700
-796,-410,-790
-444,851,-454
598,-785,572
563,-663,-591
-327,747,778
-379,836,-529
851,835,-630
854,820,-556
784,-732,-589
-505,840,-443
-413,-840,784

--- scanner 28 ---
-332,-519,-394
-372,-386,-474
389,-496,-486
628,-575,850
712,701,-456
-510,270,-582
-600,-734,339
-457,379,-593
459,-550,-565
85,-122,39
636,592,332
-690,-802,366
475,-397,-490
533,670,439
-525,281,-647
-347,509,639
549,-576,746
640,-480,702
712,508,-496
-348,-497,-575
579,728,335
807,648,-451
-351,614,524
-47,-13,-68
-470,515,545
-691,-748,517

--- scanner 29 ---
-792,464,339
786,-494,353
404,461,368
-633,683,-863
-631,-756,422
-713,-794,522
-736,-339,-655
-157,-7,-6
-927,-372,-726
382,495,-773
-873,-310,-738
436,529,560
-892,532,236
-927,534,282
-746,664,-851
683,-470,-680
451,619,389
-733,798,-914
623,-384,367
551,-555,-739
706,-554,409
295,511,-832
-753,-797,357
470,560,-896
-23,87,-100
635,-668,-705

--- scanner 30 ---
508,-792,345
-454,656,-867
-746,728,376
-888,-443,-888
513,-714,502
-971,-768,337
-632,658,379
299,714,-590
-50,-66,-168
648,-462,-586
402,641,-573
-871,-580,-801
-399,683,-813
-525,676,-972
741,432,563
393,768,-487
523,-779,581
654,-399,-420
-983,-861,411
-695,669,278
-945,-911,324
731,578,540
-797,-535,-798
-188,-164,15
742,514,467
629,-439,-637

--- scanner 31 ---
435,559,529
889,430,-454
-845,-487,655
-630,-650,-820
845,-447,-548
816,-629,-556
-762,443,635
-615,-715,-809
133,-154,108
875,-602,-642
-863,-416,513
621,-794,823
-639,501,714
-789,456,-476
874,477,-423
-683,-661,-711
751,-680,825
-35,-94,27
578,-676,851
-670,477,-575
-701,401,676
415,711,508
-793,571,-581
745,356,-450
-768,-463,597
363,696,599

--- scanner 32 ---
805,-606,836
615,384,358
-440,-896,554
-492,-867,399
-416,-797,-846
556,465,429
918,539,-489
815,-667,840
-428,720,-727
-471,852,320
866,448,-474
806,-701,828
846,469,-626
-581,699,-846
5,-16,-70
136,-112,31
-561,-901,-817
536,-510,-829
-536,-823,-925
-338,869,342
-400,693,376
392,-514,-755
407,-483,-708
564,323,323
-612,734,-767
-448,-754,472

--- scanner 33 ---
718,764,-619
765,-713,-337
530,-652,755
-111,39,39
-894,-897,754
-541,787,536
702,797,-731
602,-823,-351
-521,278,-467
-774,-410,-341
576,825,-655
515,817,730
-542,647,502
511,845,503
560,803,524
-174,-102,136
-489,339,-521
685,-653,-393
-948,-835,742
614,-539,721
-734,-413,-506
-447,735,512
-757,-868,671
662,-737,696
-443,283,-554
-652,-451,-406

--- scanner 34 ---
-268,-488,-296
153,-79,38
-682,711,-374
-719,778,-465
-754,794,-452
-495,-757,490
906,692,876
-266,-388,-374
411,-690,-394
406,-694,-217
454,-761,-296
-290,-463,-419
600,688,-774
644,689,-599
780,-621,788
550,708,-733
-515,843,519
797,513,871
909,-595,795
-540,765,411
39,43,112
-464,-792,569
-648,-778,609
865,656,788
874,-563,720
-660,739,490
